RPL10,GTF2B
CACNA1A,KCNJ5
AGTR1,GNA11
PTGER2,AVPR2
ABCA1,TIAM1
NUP153,SMAD2
DDX23,TXNL4A
COL8A1,COL6A3
C5AR1,RPS19
PDE4D,GNAL
KDM5B,RNF43
COL4A2,COL4A5
FTL,MPHOSPH6
ICT1,GLDC
HCCS,MRPL23
MYH3,NAA15
KNG1,CAPN1
JUN,PMS2
AHR,SOS1
GRIN2A,IL16
SMAD4,ARL5B
APPL1,APPL2
ATP1A2,ATP6V1A
TGFBR1,RAB13
XRCC6,HOXD4
PRKAG3,KLC1
NR1I2,SMS
INS,ATP6V0A2
SLC36A1,ZMPSTE24
FGF10,RPL26L1
ELAVL1,TGFB3
PAFAH1B1,CP110
MCM5,ACTB
GRIN3A,GRIN2B
SMARCB1,CALM3
WBP2NL,FMR1
C3,S1PR5
CDC37,SQSTM1
MYH13,MTHFD1
STAT1,SARS
ATXN1,EHMT1
TERT,CIB1
CLCA2,TTN
TPM3,FKBP5
GNB1,OR2L5
CUL3,ANK1
VWF,VWF
ILF3,OPA1
GJA1,LOC729454
SRRT,STAT3
MCM5,CHEK2
KRT16,SERPING1
CACNA1E,KCNJ2
KPNB1,ARG1
TRIP11,RPL6
RIPK1,TNFRSF1A
PKP1,KRT8
SDC1,HPSE2
PRKCD,UBC
RPS5,DNAJC3
HNF4A,MED21
PRPF4,CDC40
RUVBL2,DNM2
CUL3,TCEB2
LMNA,SF3B3
SKI,GLI2
CUL3,CPNE7
EIF3I,PDHA1
TIMM8B,BCS1L
CSDA,ABCB7
KRT1,TGM2
MIRLET7B,NRAS
CHEK2,TP53BP1
HDAC9,TCIRG1
ATP9A,ACADM
PAF1,CHD2
NOD2,TNFAIP3
PXN,PKD1
KARS,TNFRSF1A
COL4A5,LAMA3
RPL3L,DNAJC3
BLZF1,ZBTB24
EMP1,LIM2
SNRPD3,EFTUD2
GRIN2B,PRKCE
NFKB2,DDX3X
GRIN2B,AP4M1
XIAP,BIRC5
RAB3A,SNCA
FAS,SUMO1
MLH1,CAD
PSMC6,PSMB4
ZMYND8,KRAS
G3BP1,IFIH1
JAG1,NOTCH1
POLR1A,TAF1A
SERPINC1,F9
SLC25A2,ASL
UCHL3,HINT1
CCT3,VHL
GRIN2B,RAB2A
P2RY2,TBXA2R
ARHGDIA,SYDE1
BRCA1,BRD7
TSG101,SMCHD1
AKAP13,ARHGAP29
CCNT1,PCSK9
PSMA3,GANAB
HRAS,INS
NFKB2,IL9
RBPJ,NOTCH1
INSL3,PTH
GNB1,OR6K2
AQP2,IRX3
PLD2,ACTB
DDB1,RECQL
SMC1A,HDAC8
DGKG,APOC3
RALGDS,KRAS
BRCA1,ZSCAN21
ANK3,SCN5A
BRAF,HSP90AB1
ARF3,CBS
SPAST,F2
HOXA1,PRNP
TBL1XR1,TXNRD1
COL4A3,MMP13
COL3A1,COL9A2
UCHL1,NEFL
DYNC1H1,TSGA14
GRIA1,GRIA3
C6,UBE2Q2
MCOLN3,ABCA3
CAPN1,PALB2
IKBKG,IRAK1
EGF,SRC
COX7B,UCP3
GAST,LPAR6
MRTO4,SLC25A4
APPL1,AKT1
SMN1,DDX17
BRCA1,TATDN2
RHOT2,NDUFS8
MYL3,NEB
PYGM,SLC25A31
BGN,COL1A1
AAAS,TARDBP
KCNMA1,RPS20
HSP90AB1,SEMA3A
FLNA,ANXA2;ANXA2P2
EIF3A,RPS19
HNF4A,HSD17B2
RPH3A,CASK
EIF3G,GCH1
PTH1R,TMX2
CCDC94,TYMP
CRHR1,MC1R
PITPNB,VHL
RBM28,UTP23
TARDBP,TTN
TOR1A,PRKRA
MYD88,TLR4
TNNC1,TPM2
ITGA4,DNM2
DDA1,DCAF17
STAT1,ADRA1B
MRAP2,MC4R
GLP2R,AVPR2
RNF216,RIPK1
NOTCH3,GSK3B
WFS1,PSMA5
ELAVL1,YAP1
NRAS,SPTBN2
SMN1,RNU1-1
ARSB,BCAN
FAS,SFXN5
CBX5,ASXL1
ODC1,SMS
RTEL1,NDUFA13;YJEFN3
PANK2,DSTN
BRCA1,PREP
ECE1,EDN1
RRAS,KRAS
TMCC3,GOSR2
CERK,SPG7
BCAP31,BCAP31
PDK3,VCP
ANXA8,ACTA1
PROK2,ARHGEF25
IRF8,PDCD10
MYH10,ARPC1B
XIAP,BAX
BMPR1B,RASL12
PSMA3,PSMA6
VPS35,SNX2
ATR,MCM10
LOC100507714,PTPN11
ZNRD1,SERPINA3
MAML1,NOTCH3
ALMS1,CEP72
HNF4A,NCBP1
DEPDC5,MYO5B
CUL3,KRT9
RAC2,RHO
ITGB3,LYN
HNF4A,C8G
IRF5,IL12B
DDX24,RBM28
PIK3R2,CSF1R
INS,PIK3CB
GATA6,MED1
TOMM22,CLTC
TRAF2,TRAF3
ACTB,AAK1
STX2,STXBP2
RAD21,KIF2B
CUL3,ARHGDIB
ATP13A2,ICAM2
ACVRL1,PEG10
TAC3,NMS
BUB3,HDAC8
VCP,SGK1
EMD,LMO7
ACER3,SCO1
PCYT1A,YWHAZ
UBC,CEP57
ASL,TUFM
SDHA,UQCRFS1
RPS19BP1,RPS19
ARID1B,ACTL6A
SRC,KCNA5
HDAC2,STAT3
AHCY,SERPINB6
MME,EDN1
IPO5,RPL10
ESR1,AXIN2
APOA1,PRIC285
BCAP31,CANX
PARK7,BBS1
KRT6B,TTR
GATA3,HAT1
PROKR2,QRFP
CAPN3,EFHC2
HSPA1A,FLNA
EPB41L1,HNRNPUL1
NONO,PCNA
EP300,MAX
GDI1,ARHGAP29
CTSZ,REN
ESR1,PBX1
ESRRG,NR0B1
CEBPD,CREBBP
MLLT1,CDC73
PSEN2,ICAM5
SIRT7,MYH10
PMM2,CBS
MC1R,AVP
ATP7B,ZBTB16
ESR1,SOD1
KLHL3,KLHL12
HNF4A,CCNE1
GNB1,INSL5
PRRT2,LCLAT1
CBS,EIF3C
NCK1,VPS13A
ABCC2,NDUFB9
SRC,RALGAPB
CASR,S1PR2
SLC9A1,CALM1
POLR3B,POLR1C
POT1,PALM
KAT5,EP300
CDK9,GATA6
JUN,CSF1R
HNF4A,ARL6
KRIT1,DAPK1
LGALS3,CAPN1
LMNA,MRPS26
KLK11,TUBA1A
NSD1,ZNF496
PALB2,C4orf41
ETF1,UPF3B
MAPK1,NRAS
PLEKHG2,GNB1
PPP1CA,SHOC2
UBC,GABRB3
SMAD3,SOX9
IRF7,MYD88
PFKP,PMM2
ADCY6,PTHLH
DDB1,DCLRE1C
GLUD1,PDHA2
CUL3,PYCR1
MIR124-1,MAGT1
SBDS,BRIX1
RB1,DYRK1B
KCNJ8,KCNJ2
MED22,MED12
ACAD8,BCKDHB
CAND1,TMC1
PRKACA,RYR2
SSR4,HLA-A
PABPN1,UPF3B
LMAN1,RAB3GAP2
SMAD4,SMAD5
EXT1,GPC3
KRAS,SORBS3
TNFRSF1A,TRPC4AP
C3,CXCL2
SOS1,ARHGAP25
RBCK1,UHRF2
HNF1A,TBPL1
TWIST1,SETD8
MYO7A,CDH1
IL9R,EDA
RPS19,STT3B
TPR,MTHFD1
FER,DNM2
HNF4A,F9
ZNF512B,INVS
ALK,EPHB2
CACNA1F,NCAM1
ZNF398,CDKN2A
CBFB,SOD1
IQCB1,DNAJA1
BMPR2,SMAD4
ORC5,PCSK9
ITPA,PSMG4
DIAPH1,RPL24
OXTR,PROK2
AGTR2,ADCY5
AGA,APOC2
TNS3,APOC3
KARS,PAFAH1B1
ACTA1,MYL2
SDHC,FH
SRC,TRAF6
SACS,QTRTD1
UBE3B,PGM5
KIF2A,GNS
ACTB,AHNAK
PLA2G4F,PALB2
DES,MYL6
CACNB3,STXBP1
COL2A1,SERPINH1
FADD,TLR3
LLGL2,ALDH18A1
CUL4B,EEF1A2
VPS41,ATP6V1B2
IKBKE,HSPA9
SH3YL1,PUS1
DYRK1A,LIN37
ACADM,CARM1
RACGAP1,ASCC1
RERE,ECM1
STUB1,MPP1
PMM2,PGM5
SLC25A4,UQCRFS1P1
SH2B1,NTRK2
PSMC5,PSMB4
PSMB9,PSMD9
ACTA1,MYBPC1
FIBP,RNF32
NUAK2,TGFBR1
CAV1,TRAF6
NDUFB3,NDUFS6
ETS1,CRYAB
UBE3A,HPCAL4
PRPF40A,LARP7
GRIN1,GRIN2A
GAN,UBC
ADRBK1,KISS1R
HSP90AA1,RAF1
ZBTB16,SP1
TTN,CFB
NUP93,PNKP
BIRC5,SMC3
MIR429,EP300
PDZD3,SLC22A5
FIG4,UGGT2
PMPCB,CBS
ADCY5,MC1R
APOE,SLC9A8
NCSTN,KIAA2013
TERF2,PYCR2
GDI2,ARHGAP31
SOD1,AIFM1
RAD21,PFKL
MYCN,PDGFRB
ATN1,PSMA3
RPS27L,RPS27
MIR27A,PAX3
ATRX,PHF16
IBA57,C1ORF123
UBE2J2,XIAP
DICER1,EIF2C3
PSMA2,AMT
GNA14,TACR3
HINT1,CDC34
EMD,MCM6
BTK,DDX3X
CREB1,DNASE1
HNF4A,COPS8
MED12,MED20
SNCA,BDH2
MORF4L2,ACTA1
CREBBP,MED13L
PAFAH1B1,HSP90AA4P
EDNRB,PMCH
MTHFD1,NMD3
KRT1,KRT10
GCK,AGL
LTA,TUBA1A
DNM2,HLA-DRB1
RAD21,STX10
IKBKG,IKBKB
VAPA,NEU1
HNF4A,CYP2C8
IFIH1,PIAS2
TGFB2,LTBP3
EIF3E,RPL5
CACNG5,SMARCB1
MYH11,ASTE1
CRHR1,GNB1
PTPN11,PDCD1LG2
AP4E1,KRT13
GATA3,ST8SIA6
HDAC5,GATA2
KIAA0101,FUS
LIPF,BRAF
POU1F1,CREBBP
PTPN22,PRKCD
SACS,CDCP1
GFAP,DNM1
NFKBIE,IKBKG
IRAK1,MYD88
RPS6KA5,STAT1
C1QBP,CAV1
CUL3,MAD2L1
PTEN,OCRL
GRIP1,KLK3
GFPT2,PSMB4
USH2A,KRT18
PEX10,PEX10
NCALD,TGFBR1
LRP6,GAS8
IBA57,DDX6
SOLH,TUB
PSEN2,CEP55
ATM,HPX
FAS,MME
ATP2B2,NPC1
CXCR4,ADCY9
CLTC,ARRB2
RPL15,RPS27
RNF34,TP53
PTEN,PTK2
CFTR,VAMP8
PMM1,GNAT1
NAF1,STXBP2
BRAF,LIMK1
GNA11,PRKCQ
ESR1,SLC3A2
PECR,ACY1
VHL,KIF3B
SF3B2,SMAD3
HNRNPL,SF3B4
SMC1A,PAPOLA
NCSTN,SART1
HNF4A,ITIH3
MMS19,RAF1
SSH1,ACTB
CDKN2A,ACTB
NLRP3,AP3B1
SEC11A,RPL10
TCF4,TSSK3
PEX19,CHSY1
ITPA,ATP6V1F
HNF4A,UQCC
GNGT2,KCNJ5
PGR,PROS1
LRP2,TG
AMFR,VCP
PLCB1,GPBAR1
PTPN11,HLA-DRB3
CBS,SEH1L
GNAT1,GNA14
SMARCA2,SMARCB1
COL11A1,PPIB
GALNT2,MUC20
DEPDC5,UGT2B10
TUBA1A,PLA2G7
CAV1,GRK1
C6,SART3
COL4A1,COL7A1
PRKACA,GCK
FGR,WAS
XIAP,TCF25
IKBKG,HSP90AA2
CDC14A,PRKAG1
WDR62,PDE3A
ACY1,HIP1R
MTHFD1,PLS3
EIF2B2,LGALS9
PTCH1,HDLBP
PDGFB,LRP1
GJC2,APOC2
PLCB1,S1PR2
BCR,STAT3
TDGF1,ZMYND19
OR5H6,KRT1
CUL3,CAD
ROBO3,KRT16
ADCY5,OPRD1
BAP1,HAT1
TP63,WWOX
AP4E1,SCN5A
KRT1,CFB
HNF4A,PARP9
HLA-DMB,TEAD1
OFD1,TUBA1A
RRM2B,ME3
DYNC1H1,RICTOR
MYST4,RUNX1
ANK2,SCN3B
CENPV,ALDH18A1
MAVS,MFN2
PRPF4,MDH2
HNF4A,CRY1
TAF1,POGZ
VCP,ARFGAP2
TPX2,FBXL4
HNF4A,RABGEF1
WWOX,CPSF7
TGFBR2,LRP10
MTOR,SETD2
HSPA9,HSP90AA1
LRRK2,MYO1F
EYA1,ARFIP1
SRC,WT1
HSPA9,PSMB2
TRIM8,MKRN3
RAPGEF1,BRAF
UBC,HCCS
KCND3,DPP10
USP5,ATP6V1B2
PPP2R5D,EIF4A1
PMM2,CAD
NPHS1,WASL
PNKD,DYM
LPAR6,LPAR4
CDCP1,CFH
TEAD1,HLA-DMB
SSR4,RPLP1
NEDD8,KRT5
DYRK1A,DCAF7
ROS1,IKBKG
PRPF40A,SON
RPL5,RPL14
IKBKG,HBZ
ATR,DTL
HNF4A,PSMD4
CLIC4,PSMB4
BMPR2,C4BPA
HTR6,AVPR2
SRC,YWHAE
POT1,MAP4K2
NF1,TBPL1
LRRC7,CTNND2
SMCHD1,KIAA0368
GRN,TOP3B
SET,HSPA9
HNF4A,HSPA13
CAMK2A,GFAP
TBX5,JUN
UBC,ATP6V1B2
RAF1,VDAC1
NCSTN,RSL1D1
ASAP2,SRC
KIF11,PDE3A
ELAVL1,FOXL2
PIK3CG,KISS1R
ZDHHC17,SYT1
MAFIP,IKBKG
TCERG1,NONO
APC,KIF3A
IQCB1,NUDT3
TMOD3,TBL1XR1
GRIP1,UBC
CASR,GNB1
CAPN1,MVD
KIFC3,FANCM
ITGB2,ITGAX
AREGB,EGFR
EGFR,AKAP12
TINF2,DCX
NUP43,SMC1A
WRN,RECQL4
SMAD3,BGLAP
SMC1A,CCDC99
DEPDC5,EEA1
STAT1,HLA-DRB5
TBXA2R,HTR2C
MAPRE1,CTNNB1
RAG1,NCK1
RAB7A,CHMP4B
ATP6V1F,ATP6V0A2
XRCC5,TRMT1
PSMB7,PSMB9
AZI2,IFIH1
ADCY5,NMU
HLA-DPA1,ASPM
FMR1,SF3B2
IQCB1,CDIPT
DYNC1LI2,DYNC1H1
CALML3,FLNA
NLRC4,APOA2
HIF1A,STUB1
TGFBR2,CD44
SF3A3,UPF3B
TGFBR1,CHUK
CASR,GNA12
MYLK,PSMB2
SLX4,ALB
SNAP29,MACF1
XIRP1,CTNNB1
DISC1,CEP290
SMAD3,ISL1
TOR1A,STON2
CTNNB1,TCF4
TBL1XR1,TRRAP
PSEN1,CDC37
LAMA3,LAMC1
ESR1,CTTN
MIR155,MSH6
EIF2B2,FOXG1
NPY5R,PLCB1
TCEAL1,PTPN11
ADRA1B,CRB1
NAPA,SYT1
POP7,CUL4B
TTR,IKBKAP
HHEX,PSMA3
NLRP3,HIST1H1B
REXO1,SLC5A5
UBE2V1,XIAP
MORF4L2,TUBA1A
MAML1,NOTCH2
GNAS,NUCB1
SMAD3,WWTR1
ITK,PLCG2
HTRA1,CAST
KCNE3,GAPDH
MRPL36,BRCA1
HTR2A,TAC3
POMC,HRH2
HNF4A,CWC25
PYGM,PPP1R7
UBC,MED12
SOS1,VWF
CIITA,NFYB
EPS8,ACTA1
DICER1,AP1M1
EIF2B2,VARS
RNF41,MYD88
PAFAH1B1,AP1G1
SNX7,ASPM
FAM175A,BRCA1
MYBPC3,VIM
MYLK3,CFB
MYD88,TRAF2
GRIN3B,GRIN2A
SRC,RARG
CASR,SSTR3
NTHL1,ATP5C1
SCN1B,SPTBN1
NELL2,CACNA1A
CRH,MC4R
C3,CCL28
NR1H3,SRC
ASNS,AARS
SEC11C,RPL5
MIR146A,EGFR
SACS,ITIH1
APOE,OBSL1
KCNJ2,AKAP5
EYA1,NAP1L2
ACTB,SMARCD1
CDK2,SMAD2
TPM3,S100A2
NOTCH2,NCSTN
EEF1A1,ZBTB16
TGFBR1,PAK1
ILF3,SMN1
ESR1,CCDC110
PYGM,PRKX
STAT3,SRFBP1
EIF5B,AGPAT2
CPT2,AQP2
EMD,PDCD4
SDF4,BRCA2
RIOK2,SMAD3
VCP,ZFR
VCP,RNF2
CLTC,OCRL
DIAPH1,PUM1
POLR2J,TXNL4A
MIOX,TARDBP
PRNP,C7orf50
RNF113A,RBM39
WAS,SORBS3
HNF4A,MRPS36
HSD17B3,SRD5A1
RPS2,UPF3B
GRIN2B,EXOC3
GJA1,SRC
POT1,ISYNA1
EP300,HDAC3
MAST3,PFN1
TWIST1,GLI3
CDH2,SSR4
PHGDH,SNORD18C
MAX,PMVK
BRCA1,KPNA6
PRKAG2,TBC1D1
TARBP2,DICER1
YOD1,VCP
NFATC1,RPS6KA3
BCL3,STAT1
PPBP,VWF
SOS1,ARHGAP12
SYT1,STX1B
RBM28,HIST2H2BE
HSPA9,CBS
BTC,NRAS
GNB1,ITPR3
FSHR,ADM2
GNE,KIAA1549
RNF8,NBN
COTL1,ACTA1
ATRX,ING5
POMC,HRH3
TPM3,FKBP4
KCTD5,FAM111B
DKC1,WDR36
NT5E,SLC41A1
PYGM,ACSS2
ACTB,STXBP1
VHL,RPL5
VARS,VPS13A
RIPK1,TLR3
OPHN1,RHOA
HNF4A,PDE4DIP
CRYAB,VEGFA
PPIE,AGXT
NME3,CBS
HNF1A,APOM
UBC,FRAS1
NCSTN,MAGED2
MTHFD1,PFAS
SBDS,STX7
ESR1,CHD4
AP1S2,AP1S2
CHEK2,PRPF19
SMN1,GEMIN8
DYNLRB1,DYNC1H1
ASCC1,IGHG2
HK1,NSFL1C
POLR1A,ACACB
GNB1,OR9Q2
PBX1,MYH10
IARS,ASL
TP53,HMGA1
OR8D2,APOA1
SMC1A,RFC1
BCR,SRC
SIAE,KIAA1161
CBL,CSF1R
TERF2,MYH10
MAPK6,WFS1
CUL3,LRRC42
HNF4A,AUP1
PPP2R1A,PSMB9
NONO,CSTF2T
POLR3B,BRF2
DSTN,MYO5B
ABCA1,STX12
RAD21,ACTR3
CLTC,ATP6V0A1
CBL,RPS19
SLX4,TCOF1
MIR3620,PCSK9
E2F4,CEP57
SMAD3,PRDM4
PRKAG2,PRKAA1
KRT5,NCOA3
SMAD4,GTF2I
PSMA4,PSMA3
PPP2R2A,UPF3B
HNF4A,LSM3
PPP1R14C,VPS35
FGD4,ACTA1
NTHL1,KIAA0664
MIR194-1,SOX5
NBN,TERF1
RPS26,RPL5
SNRPA1,TXNL4A
CLIC1,IKBKG
APC,SEC31A
UBE2R2,PSMB4
GNB1,OR8K1
UBXN4,VCP
PPP1CB,MYO5B
LRRK2,ACTR3
CREBBP,IRF9
CNN2,TRAPPC9
GRIK2,CTNNB1
GDNF,RET
MLH1,FKBP8
MIR204,FOXC1
RAD23B,SOX2
RPL36A,UPF3B
CUL4B,DHX15
ESR1,KIAA0368
FH,AHCY
SMC1A,TRIM38
SOX2,ARID1A
PAFAH1B1,DYNC1I2
PSMB4,PSMD2
RRM2B,GOT2
CREBBP,PARP1
CACNA1A,LLGL1
AADAT,ARHGDIA
POLG,HTRA4
OGDH,RPL10
SARS2,PAK2
DERL1,CFTR
MTHFD1,CTH
PRKCZ,STAT3
IKBKG,OSBPL10
TCF12,TAF4
PLCB1,NMUR1
BNIP3,OPA1
HNF4A,NFKBIL1
HNF4A,LHX6
OPHN1,RHOD
BUB1B,APC
RANBP3,SPAST
ATF3,SMAD3
RPL10,AAMP
GRIA3,AKAP5
COL1A2,MMP13
ADORA2B,MC4R
LAMA5,DAG1
PLK1,TSC2
HSD17B10,BZW1
JAK2,NRAS
FGF10,PTPN11
VCAM1,DNM2
AP1S2,GBF1
EIF2B1,ARHGDIA
CUL3,TUBB
GNRHR,KNG1
ATM,AP2B1
HNF4A,KIF3B
EP300,ING2
INS,RPS3
P4HB,PRNP
MITF,YWHAZ
BARD1,NCBP1
DOK4,RET
CCT5,TUBA1A
CHD2,ALDH18A1
KRT16,LDB3
SPCS2,SSR4
MAPK1,PLCB1
FBL,NONO
MSH2,SART1
HSPA9,XPO1
CLSTN1,PRNP
RAD21,NUP133
PPP2R5D,PRDX2
TNFRSF13B,TRAF3
SLC1A1,ARL6IP5
CTNNB1,AK5
ADA,PGM3
XPNPEP3,CHEK2
RAD21,RPS16
TAC3,AVPR1A
ATM,SMC3
FOXC1,USP15
AIP,STIP1
ESR1,TUBB2A
COL1A1,PIK3R5
GPR68,PROKR2
MOCS3,ATP6V1B2
FAS,ALDH16A1
TAB1,TGFBR1
TXN2,SOD1
SPINT2,MAP7D3
APOA1,ZNRD1
HNF4A,WDFY2
RAB6A,CHM
TRAF3IP1,SMC3
MIRLET7A1,MPL
FN1,GJC2
NXN,MTHFD1
HNF4A,RFC3
CUL3,MTA2
GPN2,RPL5
FLT4,PTPN11
HDLBP,IKBKG
PHGDH,PDHB
ARHGAP29,LOC401317
GNB1,OR2B6
SPEF2,APOC3
UBC,CEP290
MPV17,SLC25A24
POLR3B,POLR3GL
SUMO2,NSUN2
AP4S1,AP4B1
GNB1,PTH
ADRB2,GRIA1
PHGDH,THNSL1
CASR,CCR5
POLH,RPS27A
ESR1,ARID5B
NDUFB3,ND1
ITGB3BP,PSEN1
ACTB,RPS24
LIF,STAT3
HNF4A,RPA2
PKD1,VIM
SPINT2,SACM1L
FGFR3,CCDC17
TAB1,ZMYND11
RHOH,SOS1
TAF9,CHD2
HNF4A,U2AF1
BRCA2,CCNE1
APOA2,GFAP
CRYBA1,CRYAB
TSGA10,FLNA
LRRK2,ARFGAP1
SF3B4,SRRM1
KIR2DS5,TYROBP
TLN1,ACTA1
ABCC2,PDZD3
POMC,GNA13
KRT1,CHKB
ESR1,PGK1
CHN2,ARHGDIA
GNB1,CXCR5
HNRNPL,NONO
EIF4G3,SLC25A4
GNB1,OR3A2
ANAPC13,ATP7A
PRKAG2,PPP1CC
PDZK1,SLC22A12
ACTB,CORO1C
SYT1,COPA
ARHGAP29,RHOU
DNM1L,PPP2R5D
COPS8,TP53
NCSTN,GNL3L
APC,KIF5B
NFKBIA,PIR
BMP4,BMPR2
TUBA1A,STUB1
ACSS2,ATP6V1B2
GNB3,PMM2
TSNAX,PCNT
HNF4A,AASS
KLK3,ATM
MTOR,RPS6
ACTN2,ACTA1
CD40,TRAF3
MRC1,PMS2
GNB1,OR10A3
DYRK1A,AGAP1
GBA2,ILVBL
RPL5,C19orf61
UBA1,FLNA
ITGB4,LAMA5
TK1,COL4A5
CXCR4,CAV1
OPN1LW,GNG2
HNF4A,NDC80
ATP6V1B1,S100A11
HNF4A,MRPL11
HSPA9,SUCLG1
TP53,HAMP
CUL3,RPS17
CHRM3,TBXA2R
EPS15,VPS13A
KPNA1,GATAD2B
CUL4B,NXF1
APOE,PALB2
DSP,DSP
TAF1,EFTUD2
CUL5,SDHA
MME,FAAH
GSG2,EHMT1
ACTB,CPSF2
ERBB2,HRAS
EXT1,VCAN
KLF5,SMAD4
RANBP1,TARDBP
CHEK2,PML
SELRC1,SDHAF2
SLX4,PPP2R3A
PHB,LMNA
MIR24-1,BRCA1
BARD1,HIST2H2AC
VCP,NOS2
EDNRB,GNG2
KIT,CHEK1
GRIN2B,PTPN5
STAT3,SYK
HSPA1A,BAG3
NAA10,RBCK1
IRF3,RRAS
GNB1,OR6C3
TP63,CDK1
RXRB,GRIP1
SOD1,RRM2
HMGCS2,PMM2
CASR,C3
PLTP,APOE
SMN1,INPP5K
POLR2J,SMC1A
SLC2A1,ACER3
CSH2,STAT1
USP9X,PRKCI
UIMC1,F7
EP300,MAPT
S100A1,TP53
MYO5B,CTR9
PSMB4,PSMD5
CLTC,SH3D19
MTMR2,VPS35
ZFR,SMAD2
OPTN,PPARG
DHDH,RARS2
SEC23A,SLC25A4
ESR1,EIF3F
YWHAQ,TTN
ANKRA2,MPL
MSH2,BLM
TLN1,VWF
ASCL4,TCF12
NRXN1,SIPA1L1
FYN,CTLA4
MYOG,TCF4
PPP2CB,NSUN2
MTHFD1,VAC14
MTHFD1,ADK
CAV3,SLC8A1
YWHAZ,SYT1
PFN1,C14orf1
CAV1,RAB7A
GPHN,SPTAN1
USP49,F7
ARG1,RAN
EIF3F,MTOR
EEF1A2,EFTUD2
PAFAH1B1,CEP78
POLG,C7orf50
C18orf1,FLCN
MITF,PIAS2
PCBD1,HNF1A
TBCB,GAN
CHAT,COX5B
EIF2B2,PKM2
GPC6,CSPG4
NT5E,SLC44A1
APOA1,KIAA0754
HSPA9,G3BP1
CREBBP,GAK
POT1,PRKDC
L1CAM,SPTBN5
PRPF4,CLP1
UBC,DSP
UGT1A1,SLC35D1
PSMC3,KIF1B
TGFBR1,ITK
ADC,RARS2
ITPR1,ACTA1
UHRF1,RB1
HNF4A,SSU72
OAT,PMM2
C6,C8A
ZNF420,TP53
HIST2H2BE,HSPA9
RACGAP1,PCNT
TDGF1,GDF9
CUL3,DYNC1LI2
PPP2CB,PACS1
GCH1,TMEM184C
EIF2C4,DBT
CREBBP,NOTCH1
GABRA5,GABRG2
NEDD4,CFTR
BBS9,NHLH1
MIR181A1,PTPN11
ACOT8,PCSK9
BSCL2,ZDHHC17
WBP11,SRC
UBC,RYR2
PLAG1,GJC2
FAS,BAX
PRNP,KIAA1191
PTK2,FGB
GATA2,KRTAP10-3
PDE3A,CSDE1
ITIH1,KRT14
SMAD2,CDC27
CROT,CFH
DGUOK,GRIA2
NDUFA7,NDUFS8
NPHS1,GRAP2
HNF4A,ARL17A
MYO5B,IPO7
GRIN2B,MYL12B
WAS,SVOP
VHL,RAB4B-EGLN2
MFAP5,VTN
CUL4B,HNRNPCL1
ESRRA,SRC
CBS,NUP107
KLF6,FOXE3
STXBP1,NPEPPS
VAV1,EGFR
EGFR,DNAJA1
GNRH2,LPAR6
HOXD4,RXRG
TCEB1,VHL
TP53,STAT6
NUDT3,TUBA1A
MIR421,SMAD4
CXCR4,PPIA
SMC3,SMARCA2
LZTR1,CNOT6L
CLTC,TROAP
IQCB1,IQCB1
FUS,POLR2K
PSMB5,PSMB8
ACTB,TUBB2C
BRCA1,USH2A
CEP290,CEP57
P2RY6,PROK2
SPTLC3,SPTLC1
PSMC4,ASL
RPL10,GTPBP4
PLCG2,LAT
MAD2L1,INSR
AHCYL1,TARDBP
HNF1A,XDH
STK38,HSPA9
AFG3L2,USP39
COL11A2,ELANE
NLRC4,NLRP4
RPS19,EIF3E
ABL1,MYO5B
TNFSF11,NFKBIA
ATM,INSR
RAPGEF2,DIAPH1
CIC,PYCR2
TP53,LOC613037
RPL5,DENR
TDGF1,AIP
SMAD4,TM9SF2
CPT2,ATP6V0D1
MCC,TBK1
CPT2,NCOR2
NR5A1,AR
ESR1,HNRNPL
CREBBP,CSNK2A2
RPS16,DNAJC3
ARSB,VCAN
XCR1,GNRHR
CTNNB1,CLU
SQSTM1,STAT5A
KIF5B,TUBA1A
APTX,MBP
MIR199A1,NF1
TAB1,BMPR1A
YWHAB,MAPT
TRNT1,TXNDC17
MATR3,PKP2
SPINT2,RPS7
GRAP2,SLC25A4
COL9A2,COL4A3
TRMT61A,ATP6V1B2
PHLPP2,PMM2
NOTCH3,TMED2
RPS19,RPL24
KRT16,KIAA1712
SMAD2,PSG9
PHGDH,PLIN3
CHD7,SMARCD3
GRB2,FH
PAX6,RPL7A
PTCH1,NEGR1
EP300,MSH6
PRKCE,ACTA1
CUL3,RBM39
VPS13A,CAD
ICAM3,ITGB2
SOD1,AHSA1
FYN,MYO5B
POGZ,INCENP
EMD,MED4
SOX2,SALL2
RYR2,GRAP2
ATP6V1B1,SVIP
NLRC4,FAM75A7
PAFAH1B1,RANBP2
MIR1-1,TDP1
LGALS8,CLCN7
ELN,NID2
DAB1,PAFAH1B1
ESR1,PIAS1
HNF4A,SLC10A1
NFKBIE,NONO
HNF4A,RAB2A
CDK2,SMC1A
TNFRSF1A,CRADD
TUB,PLCG1
HNF1A,AKR1C2
PRKCB,RB1
AP2B1,AP2S1
EGFR,ACTA1
GFAP,KRT13
SMN1,COIL
POT1,COX6A2
PRUNE2,DYNC1H1
GNA11,PIK3R2
TLR3,RALBP1
RAD54L2,NR5A1
KISS1R,PPP2CA
CAV1,PRNP
CLTC,PIK3C2A
KCNMA1,RPS7
EPOR,GAB1
SSR3,RPS19
PINX1,TERT
